author,published_at,updated_at,like_count,text
@B25611,2023-02-06T00:08:19Z,2023-02-06T00:08:19Z,1,"The rock is becoming that greasy thing on your face you cannot get rid of no matter how much you want. FIND new talent, PLEASE!!!!!"
@Worldsonfire101,2023-02-05T08:58:27Z,2023-02-05T08:58:27Z,1,It’s a good movie.
@VIBES_VIDS,2023-02-04T09:06:13Z,2023-02-04T09:06:13Z,0,"<a href=""https://www.youtube.com/watch?v=X0tOpBuYasI&amp;t=17"">0:17</a>  what is that music i never found if i search black adam theme something else comes. not this one someone tell me if u know thanks"
@valentinaoprea2959,2023-02-03T20:11:00Z,2023-02-03T20:11:24Z,0,"I really love how they used an old Romanian folk song as background music: the la la la part is the song I am talking about, sung by 4 Moldovian sisters : Surorile Osoianu :)"
@brucelau2023,2023-02-03T14:39:00Z,2023-02-03T14:39:00Z,0,&quot;it&#39;s about drive it&#39;s about power we stay hungry we devour put in the work and the hours then take what&#39;s ours&quot; i fell into tears
@SlapNSniff,2023-02-03T14:04:27Z,2023-02-03T14:04:27Z,0,"I liked the part where he said &quot;The Jabroni beating, pie eating, trailblazing, eyebrow raising...&quot;"
@nacerayoubi5350,2023-01-31T22:05:03Z,2023-01-31T22:05:03Z,0,good best movie
@justinherrmann5418,2023-01-31T16:53:09Z,2023-01-31T16:53:09Z,0,der moment wen man feststellen muss das der deutsche voiceactor von dwain deutlich besser ist  xd
@romeojrcollado4595,2023-01-31T10:36:22Z,2023-01-31T10:36:22Z,0,two thumbs up
@technicaltrick2826,2023-01-31T06:47:01Z,2023-01-31T06:47:01Z,1,Mind-blowing fantastic extraordinary 👌👌🍿🍿❤️
@nighthavvk9,2023-01-31T01:13:54Z,2023-01-31T01:13:54Z,0,end4DCU
@shiponislam2090,2023-01-30T00:01:41Z,2023-01-30T00:01:41Z,0,ß([{±<br><br>জজ🛃🛴🔚🔚👛🔚🔚♿🔚🔚🔚🔚🔚🔚🦁
@Nixon-di5rx,2023-01-29T18:59:28Z,2023-01-29T18:59:28Z,0,Amazing movie! And the voices of singer&#39;s on the OST are SISTER&#39;S OSOIANU FROM MOLDOVA!😍 PROUD OF THEM!
@melvinleechenglee,2023-01-29T01:21:20Z,2023-01-29T01:21:20Z,1,All the trailers are beginning to sound all the same all thud thud thud thud no more excitement
@stephaniebracey5807,2023-01-28T23:28:50Z,2023-01-28T23:28:50Z,1,Is this in theaters or on Netflix?
@yesshawnshades1651,2023-01-28T11:50:26Z,2023-01-28T11:50:26Z,0,Black Adam will never be a villain.. Because its the rock who plays it..
@divanmydeen7647,2023-01-27T06:34:20Z,2023-01-27T06:34:20Z,1,DC returns
@doctor_monster,2023-01-27T04:17:57Z,2023-01-27T04:17:57Z,0,What&#39;s with the antman ripoff acting like Deadpool 😂😂😂
@Chris-fl2tt,2023-01-26T23:15:05Z,2023-01-26T23:15:05Z,0,The problem with the dc movies is they r trying to make them all like the suicide squad
@kittusahu6343,2023-01-26T19:00:59Z,2023-01-26T19:00:59Z,0,"<a href=""https://www.youtube.com/watch?v=X0tOpBuYasI&amp;t=79"">1:19</a> didn&#39;t find in movie and i watched movie twice but didn&#39;t find this scene in movie what about you find?"
@NotAccomplished,2023-01-26T16:18:54Z,2023-01-26T16:18:54Z,1,"<a href=""http://www.youtube.com/results?search_query=%23the"">#The</a> Rock <a href=""http://www.youtube.com/results?search_query=%23watchn"">#Watchn</a>"
@Jimmy8InFinity,2023-01-26T15:36:35Z,2023-01-26T15:36:46Z,0,"A super solid, wholesome movie!"
@freerell,2023-01-26T01:33:05Z,2023-01-26T01:33:05Z,2,"People are complaining about the story. I like a good story, but rather a bad story movie with a lot of Action. Then one with a good story and not much. SIN CITY had both"
@starhope9630,2023-01-25T11:29:28Z,2023-01-25T11:29:28Z,0,Absolutely Awesome Amazing Movie!
@ডিমেরহালিপঞ্চাশ,2023-01-25T04:51:30Z,2023-01-25T04:51:30Z,0,Dajjal
@toonami20,2023-01-24T19:36:53Z,2023-01-24T19:36:53Z,0,Anybody know the name of the song playing in the background?
@tjatsa,2023-01-24T18:02:52Z,2023-01-24T18:02:52Z,0,The story and logic of the movie is one of the worst I&#39;ve ever seen.
@johnnywalker9230,2023-01-24T07:41:26Z,2023-01-24T07:41:26Z,1,"Man Black Adam said after all! Thank you Superman we should, we should talk !!! Shalom Aleichem"
@johnnywalker9230,2023-01-24T06:37:04Z,2023-01-24T06:37:04Z,1,"<a href=""https://www.youtube.com/watch?v=X0tOpBuYasI&amp;t=3120"">52:00</a> it’s me throwing statue down I am no champion I don’t deserve it! They didn’t show throwing off the name my name of streets etc! Shalom Aleichem"
@oc174,2023-01-24T01:41:43Z,2023-01-24T01:41:43Z,1,Total mockery towards God the Father of the Universe. Wow. Wake up people before it’s late!!!!!! 😭😭😭
@gocedelcev86,2023-01-24T00:17:42Z,2023-01-24T00:19:32Z,0,1 word..garbage..A 80&#39;s B movie is better then Black Adam..
@a1ee-t9k,2023-01-23T06:58:32Z,2023-01-23T06:58:52Z,0,Too rushed. Need to make a movie about the heroes and viallains origin story like marvel. Stop doing funny scenes because they are not funny. And we need more serious movies because DC is supposed to be dark. Really bad story and cast members. Come on DC why is animated movies have better movies than live ones. The only good DC movies were Christopher Nolan movies. I’m a huge DC fan and I’m really disappointed in DC right now
@rahulsaroy7424,2023-01-22T18:36:38Z,2023-01-22T18:36:38Z,0,Supar man my favourite
@ronaldverheijden7941,2023-01-22T16:47:43Z,2023-01-22T16:47:43Z,0,Bad movie content . Marvel trash
@vers1266,2023-01-22T16:43:32Z,2023-01-22T16:43:32Z,0,"Fight scenes and cgi was very cool, however the script was very mediocre and anything but impressive."
@scotteggleston7134,2023-01-21T14:30:15Z,2023-01-21T14:30:15Z,0,This movie never delivered on it&#39;s promise. You don&#39;t call for the Diamond Cutter that many times without pullin one off.
@robertsuarez7430,2023-01-20T03:42:34Z,2023-01-20T03:42:34Z,1,This movie is demonic  👎🏼
@gmobb4773,2023-01-19T17:04:49Z,2023-01-19T17:04:49Z,1,Why the rock gotta be in everything
@daemonkrog,2023-01-17T18:09:38Z,2023-01-17T18:09:38Z,0,I found the movie to be the cinema equivalent of &quot;.. and then everybody clapped&quot;. It feels like a story told by a 3rd grader turned directly into a movie with A grade actors and top notch special effects/CGI.
@antik_pikachu,2023-01-17T15:29:25Z,2023-01-17T15:29:25Z,0,The bg voice of Dr. Fate &gt;&gt;&gt;&gt;&gt;&gt;&gt;
@cristinabajdechi3743,2023-01-17T14:34:46Z,2023-01-17T14:34:46Z,0,Lol de ce au pus ca muzica de fundal Surorile Osoianu ? :))))
@melvinmccastillo1074,2023-01-17T06:20:26Z,2023-01-17T06:20:26Z,0,when it will show in cinemas
@getrichordietryin9590,2023-01-16T21:27:44Z,2023-01-16T21:27:44Z,0,Romanian song on background ??
@BenJamin-ou7kd,2023-01-16T20:18:05Z,2023-01-16T20:18:05Z,1,Movie makers running out of ideas
@simonrodgers2375,2023-01-16T15:15:45Z,2023-01-16T15:15:45Z,0,"Why are all the mercenaries white and why have you race swapped a few key characters.<br>Is this where the blatant racism is at now, only white people can be bad guys and it&#39;s okay to race swap whites out for blacks but not blacks out for whites."
@belfire777,2023-01-16T05:45:59Z,2023-01-16T05:45:59Z,0,i like how the movie made the reveal that Black Adam wasnt the son but the father and the first trailer just blurts it out  🙄
@joeshar.,2023-01-15T18:02:09Z,2023-01-15T18:02:09Z,0,"The problem of DC is having (or showing us) every hero as an alternate superman.<br><br>Superman=Superman<br>Black Adam=Anti-hero Superman<br>Wonder Woman=Superwoman<br>Aquaman=Superman who swims instead of flying<br>Cyborg=Robot Superman<br>Shazam=Funny Superman<br><br>Not so creative. On the other hand Hulk, Spiderman, Dr Strange, Guardians are very different than each other."
@geese7484,2023-01-15T12:18:10Z,2023-01-15T12:18:10Z,0,This movie was really good!
@logeyperogi1805,2023-01-15T07:50:23Z,2023-01-15T07:50:23Z,0,"This movie was a pretty decent movie<br><br>About my only complaints are that he’s not called Black Adam until the end, and that they heavily nerfed Doctor Fate"
@orennoble8779,2023-01-15T05:19:13Z,2023-01-15T05:19:13Z,0,The rock plat The palestinian Superman roll up the windows
@mishtaqmo7191,2023-01-14T21:56:51Z,2023-01-14T21:56:51Z,0,Dwayne Johnson&#39;s movies are so stupid silly
@dannygeebee,2023-01-14T07:05:04Z,2023-01-14T07:05:04Z,2,More cgi shite! Give that a miss
@izzystradlin2933,2023-01-13T16:14:41Z,2023-01-13T16:14:41Z,0,Woi adam ireng
@Justin_Quartuccio0430,2023-01-13T15:43:01Z,2023-01-13T15:43:01Z,1,"If you want to endorse a demonic film that Hollywood is throwing out, than that&#39;s on you. People lack wisdom and see it as another super hero film but can&#39;t see Satan using Hollywood to plot evil. Who cares that Dwayne Johnson is in it, just because he is a good actor or famous doesn&#39;t mean he has wisdom."
@ltmandar,2023-01-13T13:27:00Z,2023-01-13T13:27:00Z,0,other people can see the qualities in us that we are often blind to
@bukidlife1056,2023-01-13T10:12:20Z,2023-01-13T10:12:20Z,0,Waiting for this movie 🍿🎥
@Steve-ti2do,2023-01-13T02:27:14Z,2023-01-13T02:27:14Z,0,But that&#39;s all you need to be opressed
@Steve-ti2do,2023-01-13T02:26:17Z,2023-01-13T02:26:17Z,0,That&#39;s one real black man. Kinda wierd how they pick the least black guy to be black Adam. Wesley snipes must be pissed. Hey it&#39;s alright he&#39;s 1/4 black
@jeanneratterman,2023-01-12T03:06:46Z,2023-01-12T03:06:46Z,0,I really like this film. I’d love to see Black Adam return. <br>👏👏👏👏👏💕👍😍👍
@topshotta389,2023-01-12T02:21:34Z,2023-01-12T02:21:34Z,0,DC IS BACK!! movie was great for me 👍
@theshadow100,2023-01-11T22:24:06Z,2023-01-11T22:24:06Z,0,Saw the film not as good as I thought it would be
@theshadow100,2023-01-11T20:59:57Z,2023-01-11T21:36:49Z,0,Cross between Shazam superman and suiside squad and thunderbirds plus dead pool
@vanhattfield8292,2023-01-11T20:45:59Z,2023-01-11T20:45:59Z,0,I thought the movie sucked.  Two hours that I can never get back.
@theshadow100,2023-01-11T20:41:01Z,2023-01-11T20:41:01Z,0,It just a another Shazam film with different people
@JazzeJones,2023-01-11T18:34:44Z,2023-01-11T18:35:16Z,0,"NOTICE HOW WHITE HERO&#39;S ARE NEVER CALLED : WHITE SUPERMAN, WHITE BATMAN, WHITE TARZAN, WHITE SPIDERMAN. BUT HERE WE HAVE THE BLACK NIGHT, BLACK ADAM AND SO FORTH... just like I&#39;m African-American and you NEVER heard of a European-American.. the subtle and hidden racism is very much growing because the blatant racism is not accepted as it used to be"
@syafiqredzuan7975,2023-01-10T21:18:27Z,2023-01-10T21:18:27Z,0,Dw
@lifeongps,2023-01-10T10:44:22Z,2023-01-10T10:44:22Z,2,Is the Pebble still around? lol
@Benjaminsquad391,2023-01-09T21:47:27Z,2023-01-09T21:47:27Z,0,"If there are heros in this world, you and your movie are not one of them."
@eviy996,2023-01-09T12:25:50Z,2023-01-09T12:25:50Z,0,"<a href=""https://www.youtube.com/watch?v=X0tOpBuYasI&amp;t=22"">0:22</a> 300 reference"
@mcdk72,2023-01-09T09:56:55Z,2023-01-09T09:56:55Z,0,"As i se it, conditioning people tomgo with the satanic great awakening, when the satanic great reset us destroyed."
@yonismo4098,2023-01-08T21:46:05Z,2023-01-08T21:46:05Z,2,The rock is the best fit for this role. I&#39;m tired of nerds complaining
@yonismo4098,2023-01-08T21:44:38Z,2023-01-08T21:44:38Z,2,This was the best superhero film I saw. Everyone who watched it with me agrees<br> The level of violence is perfect for us as we grow up on this hut are adults now. Wish they made a sequel 😔
@hasankabak7854,2023-01-08T03:37:11Z,2023-01-08T03:37:11Z,1,how the boy imdb8.8 this movie 6.4 handled the subject better.
@vineetasinghverma5534,2023-01-07T11:05:35Z,2023-01-07T11:05:35Z,1,Black Adam !
@dadoody,2023-01-06T20:29:03Z,2023-01-06T20:29:24Z,2,"I was hoping this would be a good movie like Shazam was.....nope. Kiddish jokes that didn&#39;t belong, lazy story, terrible writing, stiff acting, and....looks like there&#39;s not going to be a sequel because it bombed so bad."
@da-king3314,2023-01-06T19:11:03Z,2023-01-06T19:11:03Z,0,Is the best comic film of 2022 ?
@notefacekingpin577,2023-01-06T16:52:52Z,2023-01-06T16:52:52Z,0,Why is black Adam not black ???
@TwiztedMannix87,2023-01-06T07:35:36Z,2023-01-06T07:35:36Z,2,"Movie was okay,  it was entertaining. <br>Everybody is a f*kin critic these days. It had action at the right moments. It surely entertained unless you&#39;re uptight."
@GODLIKE99KINGZ,2023-01-06T04:19:40Z,2023-01-06T04:22:28Z,2,Lame. Only Snyder made best DC movies. This one is mere imitation. Dwane is poor hero choise
@top8info434,2023-01-06T02:31:30Z,2023-01-06T02:31:30Z,0,Wow 😳 what a movie . I watched it so appreciatable work. Love from India🇮🇳
@Watchyourselvez,2023-01-05T21:03:14Z,2023-01-05T21:03:14Z,2,Sad that grown men watch this
@braveboy2445,2023-01-05T09:16:10Z,2023-01-05T09:16:10Z,0,"Dwayne Johnson, Thank you for 15 years of not giving up. Inspired us to fight for sonething we believe."
@Tray420,2023-01-04T21:18:50Z,2023-01-04T21:18:50Z,0,More stoked for this.
@markgrayson7428,2023-01-04T20:22:40Z,2023-01-04T20:22:40Z,2,This looks like MCU Black Adam
@hyunbubbles,2023-01-04T15:19:27Z,2023-07-14T14:00:12Z,0,I watched it cinema
@onlyone23km,2023-01-04T03:39:49Z,2023-01-04T03:39:49Z,0,Jabroni Adam lost his job. Gunned down by GUNN!
@jayden-vdh9280,2023-01-04T00:26:52Z,2023-01-04T00:26:52Z,3,great movie watched it last week
@peterlofqvist9813,2023-01-03T21:57:48Z,2023-01-03T21:57:48Z,0,what a joke
@eionbowen7904,2023-01-03T19:51:55Z,2023-01-03T19:51:55Z,0,Well I eion black adam does
@eionbowen7904,2023-01-03T19:51:17Z,2023-01-03T19:51:17Z,0,I finally got it tho tbh I can&#39;t wait to see it today
@eionbowen7904,2023-01-03T19:50:57Z,2023-01-03T19:50:57Z,0,Or u can be it&#39;s savior eion black adam
@MrMetonicus,2023-01-03T17:43:52Z,2023-01-03T17:43:52Z,2,My son and I thoroughly enjoyed this movie.
@lilvke7103,2023-01-03T17:42:14Z,2023-01-03T17:42:14Z,2,I don’t know how this movie was a FLOP it was good for me.
@YourSmeizer,2023-01-03T02:51:46Z,2023-01-03T02:51:46Z,2,why are yall hating on the cgi its literally the same style every other action movie uses
@matthewcs490,2023-01-03T01:42:12Z,2023-01-03T01:42:12Z,2,Just saw this movie today and I thought it was amazing! Great story with characters that were complex and interesting. And Dwayne Johnson IS Teth/Black Adam. <br><br>Also SPOILER ALERT: <br><br><br>Does that post credit scene mean we are getting a Superman and Black Adam film?
@billrobertson4650,2023-01-03T01:28:28Z,2023-01-03T01:28:28Z,0,Rocks dad was a.Canadian wrestling champion.  He dosent talk about much.
@billrobertson4650,2023-01-03T01:26:48Z,2023-01-03T01:26:48Z,0,Being half canadian..Is not a bad thing..eh!
@billrobertson4650,2023-01-03T01:25:40Z,2023-01-03T01:25:40Z,0,Dwayne..shame..I&#39;m not Canadian..but share your roots..
@billrobertson4650,2023-01-03T01:23:01Z,2023-01-03T01:23:01Z,0,Never once..once..did Duane mention that his dad was Canadian..not once..sad
@billrobertson4650,2023-01-03T00:00:06Z,2023-01-03T00:00:06Z,0,Good movie..but..u have sound tract from 70s..ya kids now adays love the stone&#39;s.  Epic Failure...
@rh9626,2023-01-02T18:09:21Z,2023-01-02T18:09:21Z,2,"Typical storyline for movies these days… white man bad, woman hero"
@shanesmallblock1866,2023-01-02T14:59:46Z,2023-01-02T14:59:46Z,0,I wish rock would go back do movies like rundown walk in tall something normal
@shanesmallblock1866,2023-01-02T14:59:00Z,2023-01-02T14:59:00Z,1,Am sick all this new movies there just garbage
@shanesmallblock1866,2023-01-02T14:58:40Z,2023-01-02T14:58:40Z,1,Movie ok but am actually burn out on this super hero movies
@joneskids6316,2023-01-02T12:02:14Z,2023-01-02T12:02:14Z,3,accept JesusChrist into your lives with all your hearts everyone so you don&#39;t have to burn in fire hotter than anything ever on earth forever everyone
@Vera111,2023-01-01T16:25:19Z,2023-01-01T16:25:19Z,11,"wait, nobody is mentioning the romanian folkloric song in the background?! it’s called Dansul Fetelor de la Căpâlna, as a romanian this makes me so proud!! 💕"
@otepnanula4974,2023-01-01T04:26:52Z,2023-01-01T04:26:52Z,0,Justice bs is so annoying especially hawksh*t.
@lawz0,2023-01-01T02:36:21Z,2023-01-01T02:36:21Z,0,Trash movie. Barely any story and like constant fighting for 1+ hour
@LiilYogurt,2022-12-31T18:20:31Z,2022-12-31T18:20:31Z,1,"The one thing I thought the entire time I watched this movie was &quot;Why is this not a Doctor Fate movie?&quot;. Like he was so much more interesting then Black Adam to me at least, I wished he had been the main character instead"
@kingjasm,2022-12-31T12:31:47Z,2022-12-31T12:31:47Z,0,Surorile osoianu pe fundal
@HunGyilok,2022-12-31T06:09:48Z,2022-12-31T06:09:48Z,0,muhahah
@redrose001122,2022-12-31T05:54:13Z,2022-12-31T05:54:13Z,0,Black Adam is a American movie 🎬.
@reflexionesdevidaair3367,2022-12-31T01:40:25Z,2022-12-31T01:40:25Z,0,Excellent movie from DC
@ire1398,2022-12-30T18:39:29Z,2022-12-30T18:39:29Z,3,"We watched this last night.  It is a dumpster fire.  The writing is all over the place, the character development is ridiculous, and it was boring.  My husband fell asleep halfway through."
@mughal9912,2022-12-30T16:51:41Z,2022-12-30T16:51:41Z,0,La illa ha ilallah ❤️
@judasrope2846,2022-12-30T16:22:04Z,2022-12-30T16:22:04Z,1,&quot;The World needed a hero... it got Black Adam.&quot; 😆 All you need to know about the movie in one sentence.
@chadstchad,2022-12-30T15:34:04Z,2022-12-30T15:34:04Z,2,FIRE JAMES GUNN 🤢🤮
@user-nq5pw6mw2r,2022-12-30T12:47:26Z,2022-12-30T12:47:26Z,0,It’s crazy that they made this movie so good but made  Shazam so trash ..   Shazam was an embarrassment as a 2020 superhero movie.   I hope the director of Shazam never make another superhero movie again
@intrinsicimagee,2022-12-29T21:56:20Z,2022-12-29T21:56:20Z,0,Everyone&#39;s so nice. This movie was trash
@grantjourney2337,2022-12-29T12:35:32Z,2022-12-29T12:35:32Z,0,I watched it yesterday and in my opinion it was great.
@jorbedo,2022-12-29T04:48:14Z,2022-12-29T04:48:14Z,3,"The Rock brand is like a really cheap perfume that is so difficult to remove from your senses, too much, too often!"
@timsmith4311,2022-12-29T02:47:37Z,2022-12-29T02:47:37Z,0,snooze fest
@nevose9046,2022-12-29T00:47:19Z,2022-12-29T00:47:19Z,1,These powers are not a GIFT! They are a CURSE! (Soul of his son that gave him those powers starts to cry.)
@williamhbynumiii5269,2022-12-28T21:28:14Z,2022-12-28T21:28:14Z,1,"I think Dwayne is an amazing actor. With that said, I think he has the ability to bring so much more to a serious role and not these pretend universe roles. <br>Love the DC world, but notice the reality of the matter."
@MDRasel-ct8wy,2022-12-27T18:14:27Z,2022-12-27T18:14:27Z,0,Nice
@adriangonzalez7969,2022-12-27T17:16:50Z,2022-12-27T17:16:50Z,4,Movie is soul satanic people don&#39;t even realize it
@domenicodiniro413,2022-12-27T17:16:37Z,2022-12-27T17:16:37Z,1,Moldovan folk music beautiful
@chookietv3056,2022-12-27T02:18:19Z,2022-12-27T02:18:19Z,0,Any DC movies are pointless and plotless. Any Rock movies are painfull to watch.
@davidbaron91,2022-12-26T23:41:20Z,2022-12-26T23:41:20Z,0,"I watched this movie recently on HBO, this movie is so bad it is almost unwatchable. I mean the film script &amp; the storyline alone sucks like it was written by a 10 year old &amp; &#39;The Rock&#39; Dwayne Johnson&#39;s acting does not give this movie any special boost either, not that impressive at all. Dull"
@VANTARTS,2022-12-26T23:23:11Z,2022-12-26T23:23:11Z,0,cringiest trailer
@jerickreyes4503,2022-12-26T20:54:34Z,2022-12-26T21:30:27Z,1,"Dwayne Johnson has accomplished everything that there is to accomplish, he’s an icon, a legend, but I must say, this movie would’ve been a big box office hit if he took some time off and went off the grid for at least a few years just to keep his image fresh, but can’t blame him for every opportunity he has earned."
@jglg7238,2022-12-26T18:43:12Z,2022-12-26T18:43:12Z,0,Steriods Adam
@ליעוזארדיטי-ד2נ,2022-12-26T15:27:59Z,2022-12-26T15:27:59Z,0,I love this movie
@MdRabbi-dy1cw,2022-12-26T10:39:20Z,2022-12-26T10:39:20Z,0,ীটটটটটটএউশড🇦🇷🫦❤️
@michaelbrent7830,2022-12-26T05:10:39Z,2022-12-26T05:10:39Z,2,Took me 10 min to figure out how woke this movie is... 👎🏻
@dapencilshinobi,2022-12-26T00:26:19Z,2022-12-26T00:26:19Z,0,GREAT MOVIE!!!!
@TacDyne,2022-12-25T22:32:06Z,2022-12-25T22:32:06Z,0,"Y&#39;all should have just named this movie, Breast Implant, for the Rock&#39;s breast implants.<br>Countdown to this post being removed by the fascists at YT, 12, 11, 10..."
@broodybrod7802,2022-12-25T16:09:52Z,2022-12-25T16:09:52Z,2,I’m not quite sure what everybody in the comment section is smoking… but anyone who’s anyone knows that this film is absolutely freaking horrible!!!! I mean how did Stewie off of Family Guy say it?? it was just unwatchable!! The storyline went nowhere! The acting was wack! And the plot was just sorry!! And all the critics gave it less than a 6.8! Which is pretty bad! I don’t know who’s picking him for these sorry roles but his agent needs to be fired!!!!
@vin-xg2gv,2022-12-25T13:40:09Z,2022-12-25T13:40:09Z,0,So dem couldnt find a younger actor to play dis role..it had to be a 50yr old man. Suxx hard!
@thomasgun2004,2022-12-25T05:39:01Z,2022-12-25T05:39:01Z,0,I would say this movie is so much better than MCU&#39;s Thor: Love &amp; Thunder
@renecordova3113,2022-12-25T03:01:01Z,2022-12-25T03:01:01Z,0,He&#39;ll ya I liked it a lot  and the very end he&#39;ll ya
@pootoo8660,2022-12-25T02:24:08Z,2022-12-25T02:24:08Z,0,"One thing I&#39;m disappointed about this show, is the lack of density in storytelling. Pretty sure that would have fixed the bad acting as well of some actors. Everything was going way too fast as if I was still watching a trailer. Fight scenes were good not gonna lie, effects were great easily top ten, but man oh man I feel like it was still incomplete, like I missed downloading DLCs or something."
@johnmolina3284,2022-12-24T22:29:28Z,2022-12-24T22:29:28Z,0,Too bad for the fans that they inserted the Superman epilogue now that Cavill isn&#39;t returning--and what makes it a bitter irony is that Cavill and Johnson BOTH have the SAME manager.
@wolfirene1967,2022-12-24T04:30:21Z,2022-12-24T04:38:56Z,0,"Loved the seriousness of the Rock. Such an underrated actor. This movie did not take the time to develop the other characters except for the clear crushes of our young heroes. Great chemistry.The visuals were amazing! I never read the comic book so have no idea who they all are. Still don&#39;t after watching the movie. I understood who Black Adam was but not the other characters. The one thing I could NOT stand is the soundtrack. Too loud in many places where it should have been soft. What I mean is, sequences that had no REAL action, just characters talking, should not be accompanied by an  &#39;action&#39; soundtrack, especially one heavy with a horn section. A Horn section is serious business and should be saved for a climatic scene. Very bad choice. Good lord, it was distracting. Sound tracks are meant to control the viewer&#39;s emotions and they totally missed the mark. Gone are the years of John Williams and Danny Elfman of my time. However,  this was an improvement over Wonder Woman 1984. The only part I enjoyed of that movie is Gail Gadot, I can&#39;t even imagine another actress doing Wonder Woman ever again, she&#39;s perfect. Dear WB, give Gadot a better script!!"
@proudamerican6846,2022-12-24T00:55:56Z,2022-12-24T00:55:56Z,0,"Hold up!  The Rock ain&#39;t black and his name ain&#39;t Adam so he is culturally appropriating Adam&#39;s who are black and weren&#39;t able to get this job to bring them out of poverty, because of white men."
@happinesss2,2022-12-23T22:07:54Z,2022-12-23T22:07:54Z,0,Wait this trailer spoils a huge reveal in the movie…. Lol. Anyway loved this. It’s hands down my favorite dc movie. Wish I’d seen it in theaters!
@alexagutor2214,2022-12-23T17:47:50Z,2022-12-23T17:47:50Z,0,He is the hero everyone one knowns how can he be a villain walls he is saveing people
@deannamarie1030,2022-12-23T17:12:43Z,2022-12-23T17:12:43Z,0,Heroes don&#39;t kill people. Yeah they do. They kill the bad guys.
@stevengraham8153,2022-12-23T11:18:36Z,2022-12-23T11:18:36Z,0,"I didn&#39;t know much about the character of black Adam. I purchased this movie and was pleasantly surprised and impressed on how well the movie was. Thank you all for changing my mind, And making a very enjoyable movie."
@eduarortiz8647,2022-12-23T04:57:16Z,2022-12-23T04:57:16Z,0,He&#39;s SO COOL 🦸‍♂️
@jakecully8404,2022-12-23T02:52:32Z,2022-12-23T02:52:32Z,0,Im just going to say it out these films are failing because you keep trying to marvel the films cheesy children friendly stuff... go back to dark.. we need Snyder in charge not James Gunn... its over dceu fans there is no need to boycott the dceu its going to be trash and not worth watching anyway....... Henry Cavil out was me done anyway.
@n00n1n,2022-12-23T02:42:06Z,2022-12-23T02:42:06Z,0,The movie was decent but I don&#39;t know why they had to use affirmative action in casting.
@amazingcommenter,2022-12-22T16:26:54Z,2022-12-22T16:26:54Z,0,Can&#39;t wait to watch this on Netflix! Woo hoo!!
@JR-ez3zd,2022-12-22T07:45:05Z,2022-12-22T07:45:05Z,0,Black Adam is a Super Villain! Not a misunderstood character! He is evil! He killed his own nephew to gain that power!
@harrycarrey5124,2022-12-22T03:47:39Z,2022-12-22T03:47:39Z,2,Even the trailers bad
@mr.nobody6977,2022-12-22T02:15:08Z,2022-12-22T22:46:29Z,2,"Too predictable and ludicrous.<br><br><br>Not a good movie, its  more like animated video game."
@Eskyler,2022-12-21T22:44:46Z,2022-12-21T22:44:46Z,0,Basic -no real story line
@genXcripple,2022-12-21T21:30:37Z,2022-12-21T21:31:01Z,0,So what rocket scientist decided to put a light colored font over white backgrounds for subtitles?
@MontyQueues,2022-12-21T20:01:55Z,2022-12-21T20:01:55Z,0,"good action,  weak story"
@PartyMyrtle,2022-12-21T18:40:41Z,2022-12-21T18:40:41Z,0,The movie is Great!!Maybe it underperformed at the box-office but in this day and age just about everything underperforms at the box-office. Until there are made for box-office only films it’s a sinking ship Titanic style. ✌️👁
@MasterArkannor,2022-12-21T18:23:49Z,2022-12-21T18:23:49Z,0,I cannot remember the last time a movie was this much of a letdown compared to the trailer.
@chrisjordan7592,2022-12-21T08:07:16Z,2022-12-21T08:07:16Z,2,"A version of x-men including the jet, mansion, and misfits."
@lukashansen7419,2022-12-21T07:00:11Z,2022-12-21T07:00:11Z,1,"Go woke, go broke. Disney go home and WB stay gone forever you are a broken thing. Dwayne Johnson can su*c it"
@stevecelestin6716,2022-12-21T03:22:20Z,2022-12-21T03:22:20Z,0,Why they always wanna wrote new scripts too? Dc comics is almost always better than the movies. Just remake the comic or animated series
@stevecelestin6716,2022-12-21T02:04:48Z,2022-12-21T02:04:48Z,0,Dc would be better making shows. Their  movies feel like tv shows
@TRaddcliff,2022-12-20T23:25:34Z,2022-12-20T23:26:43Z,0,More like…Wack Adam 😂<br><br>Absolute let down. 👎🏿
@trkdigital5685,2022-12-20T21:43:41Z,2022-12-20T21:43:41Z,0,demons..thhats all they represent
@kolbesmith1175,2022-12-20T21:17:19Z,2022-12-20T21:17:19Z,0,Wish they would stop making super hero movies they are all the same in the end we already know what&#39;s going to happen
@Annoyedtaurus,2022-12-20T19:47:49Z,2022-12-20T19:47:49Z,0,"Actually looks like a good movie…wait did Hollywood finally create a new black hero using cultural struggles and strengths…without making the hero feminine, uplifting black slavers or just simply changing someone’s race?<br><br>👏👏👏<br><br>Sucks I even have to call that out…💁‍♀️"
@A113-e9l,2022-12-20T16:00:16Z,2022-12-20T16:00:16Z,2,"Honestly tho, Idk why people enjoy this movie. It&#39;s flat and mostly bad acting. No joke bruh, the only thing that makes sense to people is Henry&#39;s comeback but it&#39;s never gonna happen now. This is like the Ep1-7 of MCU&#39;s She-Hulk."
@tonypalmer9,2022-12-20T14:10:55Z,2022-12-20T14:10:55Z,0,"This movie was so bad, we stopped watching it 20 minutes in.  The Rock needs to take acting lessons and maybe cut taking so much juice."
