Sentence,Sentiment
I visions ... I access . Why ? If want look citizen . I know darkness abuse man . The present .... Dark . Mix anyone & # 39 ; head ... I advise treat I embrace MICHAEL ERIK utmost respect . You SEE road impact lack action towards flesh . Y & # 39 ; choice . You keep showing me/them WHY & # 39 ; understand deserve gifts . Life beautiful . Love ... man . CREATION LOVE ME/MICHAEL . Man ... Is also man . & quot ; aliens & quot ; exist . Please consider present . Free . Be careful,2
🤔😁👍🌟👏⭐,2
Anyone liked movie needs get mature .,2
one best movies cinema history,2
background tipical romanian traditional flok song hear it39s called quotargatu sesiune de folclor romanescquot 💙💛❤️,2
If drake would take role would b perfect ? ? ?,2
Lin Ziola | United States Passport,2
❤🔥👍,2
well done finally good super hero movies like old ones ❤ brtired marvelgbtq bullshits,2
love alot movies rock . suit kinda reminds shazam well may seeing things,2
I kneel one . No kings . No queens . Democracy .,2
I love movie Dwayne Johnson,2
’ fking care anyone ’ opinion movie really good,2
As much & # 39 ; stand rock would mind watching movie actually looks good according snowflakes satanic content,2
🎉🎉🎉,2
❤,2
TRASH movie LMAO ! ! !,2
Why make movie lmao,2
color climat good sir ❤️,2
& # 39 ; seen super/anti hero story good,2
literally always go back trailer good times .. < br > sigh wish movie & # 39 ; rock rock,2
"Black Adam , real life please I want meet person show powers",2
attorney honor submit exhibit “ ” record,2
"Tommy always liked Rock , I liked Stone Cold Steve Austin",2
lets goooo awesome😆😆💙💙💙💙⚡️⚡️⚡️⚡️⚡️ lets go rock love dwanyeeee,2
This movie good ever since endgame everyone want compare every film,2
They rolled window lol,2
That movie hideous made Twilight films look masterpieces ...,2
❤❤❤❤velice dobrí film,2
Dc needs b8g action packed emotional movie,2
rock that39s rapoh god can39t believe eyesrock movie🥹🥹🥹🥹🥹🥹🥹,2
😂😮😮😮😅😅😅❤❤❤🎉🎉😮😮😮,2
The storyline trash actor & # 39 ; fit simple .,2
dwayne johnson cool 😎😎,2
Gayer pride flag,2
"The writing , Hollywood , absolutely NOT , golden age . The top , cgi , comedian foreign kid , clueless , young kids , I & # 39 ; discovered I watch ANYTHING , modern day youngsters portrayed . The UTTER , cluelessness , anyone 40 , nauseates . 21 year olds boomer days , men . Woman . They past childlike stage . That & # 39 ; history . 20 somethings , WERE , grown . They & # 39 ; play video games , look much fun possible . They got seriousness life.then , tech raised & # 39 ; ugly head , sealed coffin . Oh , , bald head thing WAY , worn . A regular , military hair cut Dwayne . The bald thing stupid.start making REAL , epic stories bible tech . Comics children . I USED , love . Before I grew .",2
Please anybody know name song playing trailer ?,2
omg never laughed hard hero moviemy jaws hurt bad🤣🤣🤣🤣🤣,2
want cyclone solo movieseries 💚🌪️,2
dooflix per free movie 😂😂,2
stupid movie😅😅😅,2
I really & # 39 ; believe movie & # 39 ; rated way higher . I loved beginning end,2
shazamshazamshiihaeznnaewwm3 play words name shazam spell man ’ name man manbrbrblack adam shazam originally female,2
"rock pretty great , comedic bits welcome relief ridiculous fighting",2
😊😊😊😊 cant noting noting,2
WHEN PERSON WAS STANDING SAYING HE IS OVER THEIR I FELT IT ON MY LEGS AND I KNEW AND SAW SOMEONE POINTING AT ME AND IT SAID MARS AND EARTH SUN WIND AND FIRE YES,2
really enjoyed movie that39s important two thumbs 👍🏼👍🏼,2
BAALBEK TEMPLE CRYSTAL YES MELTING ABSCESS HYDRATION APPEAR YES I SAW THAT AM IN AMERICA IT CAME FROM TEMPLE YES I SEE THAT YOU ARE TOUCHING SOMETHING OR READING SOMETHING THAT I READ I SEE THAT YOU KNOW THAT I KNOW THAT THIER IS A CURE FOR ALL DISEASES THE TEMPLE ON BLACK ADAM IS IS JOSHUA TEMPLE ITS CALLED JOSHUA TEMPLE AND YES IT SAYS FEMALE YES ITS HER APRIL APRIL IS A PLANET AND PART OF JOSHUA AT TEMPLE ITS LIKE EARTHQUACK WHEN PEBBLES FALL YES < del > MARS < /del >,2
"I & # 39 ; care reviews , I love movie . I bought blu-ray .",2
I judging movie cause im big fan rock dont know story black adam tell true. < br > < br > I watch like think good job .,2
Damn .. Why take supporter genocide .. Now .. Not & # 39 ; want watch .. But everytime .. This trailers ad movie come .. I & # 39 ; make sure tell everyone kind human .. Just money .. He support criminal like israel ..,2
Name song playing trailer please ?,2
starved good movies rich agenda ruined hollywood corporations bought studios libs republicans thats moves good right wing comedians black adam good refreshing movie 😉 say mrbrooklynite talking little mermaid black hero star wars chic say exactly kind supposed help tricks derfs voting red gives tax cut little mermaid people letting em pass 1 trillion kid tax free 10 tax would billions helping wrong way purpose still wrong cost us american culture movies music least foods still 😉 till learn england makes companies take chemicals fda says cause cancer diabetes top rich invested things 1 3 people cancer fact us people looking deep state cant find cause mf surface 😉,2
dwayne johnson truly embodied black adam bringing intense brooding presence role ’ seen performance alone worth watchbrthe visual effects action sequences topnotch fight scenes exhilarating showcased black adam ’ powers way felt fresh excitingbrand bit disappointed plot felt like much potential dive deeper black adam ’ rich backstory ended focusing much spectacle substance,2
ancient world even say “ shazam ” american accent thats funny thing,2
Good movie,2
seen black adam39s bri39m actually going give 810 top explanationbrbrmain things got wrongbr1 2 movies one smash together lead enough development charactersbr2 focused character ark black adamsbr3 writing tropes greatest amp storyline kind sloppybrbrand 4 black adam didn39t wear cool cloak movie 😎😂brbrbrif made 2 movies energy cgi amp time develop character arcs brbri would given 910 👏👏,2
"The bed DC movie far . The casting Black Adam , Fate Hawk surprisingly perfect . They deserve movies really . DC & # 39 ; burn this. < br > < br > Aquaman 2 great missed opportunity introduce another super villain help expand DC universe . < br > < br > Fate movie please !",2
"Yo LOKI , big bro , THESE DAYS got trophy & # 39 ; like Mr. Sinister & amp ; little brother Colossus . OUR COUSINS ! ! ! LOL ! ! ! !",2
want cody 😂😂😂 kidding,2
Name movie please ..,2
"I saw . I came away , & # 39 ; Dr . Fate get movie ? ? He amazing !",2
Just watched Netflix . Seems like template make super hero movies went checking boxes . That left room freedom creativity resulting generic predictable movie . Too bad characters seem promising .,2
The Rock could better Shazam,2
32 million people watched trailor movie 😂😂,2
THIS MOVIE WAS A GREAT DC MOVIE .,2
Sasti copy marvel ki,2
maybe black adam sequel superman /shazam ! : return black adam ..... black adam goes metrpoolis seek newsreporter resembles hs shazam finds knot true shazam uses new ability gained beofre arrived previously back earth first movie ..... find myustic aura billy ... reson fight casue disagree ... got ta check animated casue simiar expolring diffently,2
😂❤ süper,2
❤,2
izlediğim en iyi süper kahraman filmi keşke devamınada çekseler ❤🎉❤🎉,2
izlediğim en iyi süper kahraman filmiydibenimle birlikte izleyen herkes aynı fikirde keşke devamınıda çekseler ❤❤❤❤,2
süper sinema muhteşem yapımcılık 👍 harika keyfle izlenecek filim 🎉👍⭐✨⭐💯⭐✨,2
love black adam ’ energycan ’ wait see face superman,2
bilim kurgu aksiyon heyecan hepsi bir arada ❤❤❤🎉🎉🎉,2
i̇nanılmaz bir film izlemekten sıkılmak mümkün değil siyahlı gönderdi dersin 😂,2
gerçekten çok güzel başarılı bir yapım 👌👌👌,2
Sinama . Soktorunun en harika filimi Filim oyunculariyle mukenmel olmus en sevdigim filim diye bilirim . 10 yildiz hak ediyor hakkini veriyolar filimin,2
oooooooo çok ilginccc😂,2
good film 😂😂🎉,2
şiddetle tavsiye ederim fragman böyleyse filmi siz düşünün mükemmel ötesi 👌,2
yılın en iyisi bu olabilirdi 👌,2
black adam american accent whattttt😅😅😅,2
well end whatever ! ! |/ : ) .,2
come didn39t save hawaii😂😅😂😅,2
Super star.and.hend.some .,2
"Good enough watch , good enough watch .",2
😃👋🏻👋🏻👋🏻☝️☝️☝️👍🏻😃👍🏻☝️☝️🥹👍🏻,2
’ seeing aquaman black adam got hyped dc marvel slow roll boredom,2
Much cleaner thy kind breed perform thy Slave Master & # 39 ; religious bidding spellcasted satanic religious commandments . Much better new spread curses like pandemics temptations making satanic religious eternal damned seductress harlots embrace thine phallus .,2
🎉,2
This movie much better I expected,2
Black Adam like Deadpool + Shazam,2
I & # 39 ; care everyone else said < br > This movie amazing !,2
This truly best DC movie ever . Black Adam one movies I remember opening day theater wearing Batman shirt symbolize movie DC logo cover movie Batman part DC makes appearance movie .,2
muzica pare fi moldovenească alocuri 😃😀,2
"Best superhero Movie since Avengers Ultimato . Good structure , narrative , well done CGI , good action scenes . Spiderman 3 good rely much nostalgia . Ok shame story followed . A waste good oportunity .",2
Black Adam ... back Wife Jeddah ... & # 39 ; Eve Tomb .... . Good luck .,2
absolutely love movie ❤,2
Eagerly waiting Black Adam 2,2
Great body building .Great body building icon world .Most talented celebrity .my best wishes support great actor .From Mr Rameez mastan,2
The greatest actor world .,2
Best,2
oh god exclamation point every time watch movie pray someday black adam comes earth amazes call mankind superior species earth keep shooting bullets missiles keeps wiping think we39re ones brains😂😂 really puts things perspective,2
"Low behold , movie 1 year old ! ! ! < br > < br > My hyped movie fall < br > Not bad many making < br > Violent funny , exciting , opens DCEU < br > Dwayne Johnson lot charisma Sarah Shahi especially Pierce Brosnan Dr . Fate < br > The team called Justice Society America fun even members fleshed < br > Plus action scenes amazing plot easy follow despite lot slo mo exposition next flashbacks < br > Great cameo familiar actor previous film < br > A weak villain though & # 39 ; expect < br > Says lot champion 3rd world country far representation , diplomacy , heroism , choosing destroyer savior , worthy god like powers , fate decide outcome < br > 15 years Johnson playing character worth wait , one favorite DC comic book characters",2
’ amazing,2
reminds judge dredd❤,2
doar eu aud muzica fetelor de la capana pe fundal 😂😂😂,2
& quot ; Nothing heartache & quot ; < br > Bro looks like Boris Zaharyas,2
❤adam❤,2
"Justice Society , I guess somehoe & # 39 ; meat Justice Leageu 2029 hopefully. < br > < br > God bless .",2
"If liked Black Adam , check : < br > 1 . Underworld : Evolution ( 2006 film ) < br > 2 . Trollhunters : Rise Titans ( 2021 film ) < br > 3 . 10,000 BC ( 2008 film ) < br > 4 . I , Frankenstein ( 2014 film ) < br > 5 . Hammer Gods ( 2013 film ) < br > ... < br > Visit Stryvia find next favourite !",2
"The writing SOOOOOOOO Terrible ! The opening UGH ! & quot ; The worlds first kingdom. & quot ; & # 39 ; first ARMY ? Why would even need Army ? And course yes . Metal weapons , swords . Not clubs , spears . The evil King stole kingdom . But needs crown . And enslaves people . But forces mine . But & # 39 ; never found material know & # 39 ; actually get reward . Urghhh . Also idk & # 39 ; side monitor , frame rate scenes pan dizzying . Other movies & # 39 ; thou . Shrugs. < br > Update : Watched whole thing main tv . I really loved ! Just remember , whole anti-hero dark hero dark knight bs another way get accept evil/darkness/bad guys role Heros . They & # 39 ; bad & # 39 ; badass . They & # 39 ; bad like real life . They & # 39 ; let crushed stone , actually move save last second .",2
"What hollywoods obsession deleting red head characters ... Little Mermaid , little orphan annie , girl wrinkle time cyclone ... could good movie werent infested affirmative action",2
"Sometimes run across movie think going mediocre stupid , turns great . This & # 39 ; one times . Lame , best .",2
This great movie . It & # 39 ; important African American children hero looks like . Funny filled plenty action . This movie much fun .,2
black adam awsome movie watched it😎💯💯💯💯,2
The movie great loved,2
The critics got wrong ! ! This movie much deeper meaning heroes usually shown . Much better expected .,2
Can take mine appreciate movie CG,2
Is nobody going talk clip end credits ? ?,2
"It & # 39 ; pity ignored bgm , high hopes would work great tone movie , disappointed",2
black Adam remains favorite movie,2
quotdestroyer destructive power saviors humanityquot❤✌🏽,2
Dwayne Johnson nailed ! Very good DC movie !,2
"Even thou movie action interesting story , made uncomfortable times cringe . Don ` exactly know illuminati signs , Rock drama exaggeration much power less thinking ( witch many DC & amp ; Marvel superheroes ) , .",2
Fantastic Fantastic Fantastic,2
... also filled outstanding excellent dialogue people probably & # 39 ; pay attention ...,2
electrification scene badass ever superhero film ⚡⚡⚡⚡⚡⚡,2
"Rock , recently said & quot ; & # 39 ; fear losing recently & quot ; , right. < br > You made best comic film 2022 , & # 39 ; matters. < br > Great films sometimes well received box office ... initially . Or based sometimes random things ... < br > In 10 years regarded sleeper hit . The Rock takes win .",2
Very good movie,2
adam levi ❤,2
movie trash rocks acting 😂😂,2
Fate super power amazingly super .,2
make another part movie ok movie story really big part presentation smooth flow character needed need good director control understand control super power characters deliver movie ’ direction movieand presentation hire best director,2
"By far worst DC film ever . It & # 39 ; fit well marvel unbrella .. much happening lead .. watching dark knight , man steel .. black Adam fell & # 39 ; came close . Cgi gets credit & # 39 ; .",2
This movie & # 39 ; ending really got .... Even part two come 2025 ill waiting . Who win Black Adam Superman ?,2
Hawkman actor great & # 39 ; Brian Banks & # 39 ; ( movie ) . < br > And Atom & # 39 ; role done APACHE CHIEF .,2
And movie featured event roblox really want know black adam also get exclusive prizes experience roblox player probably know event,2
Is movie worth buying Blu-ray ?,2
This film would & # 39 ; done better without Atom Smasher,2
Big reason also nearly shown 70 % movie trailer ... Also surprise characters like dr fate revealed coz ... He God strong character hawkman ... Atom masher Waste ... Money,2
best movie I & # 39 ; ever seen,2
words black adam power work ❤❤,2
"So I finally got watch Black Adam last night I & # 39 ; conflicted review : < br > < br > 1 ) This film supposed part DCEU , nowhere , Justice Society pops save Kahndaq ? Where Superman , Batman , etc fighting Darkseid ? < br > < br > 2 ) So JSA 4 heroes , 2 joined ? < br > < br > 3 ) First Black Adam anti-hero becomes hero literally overnight. < br > < br > 4 ) list go on. < br > < br > I blame bosses WB , & # 39 ; masterplan DCEU. < br > < br > I would hate think The Flash going like. < br > < br > PS : Superman & # 39 ; 10 second cameo like best part movie .",2
finished watching movie promise black adam become one ur favorite superhero❤️,2
"falcon dude messed movie , Black Adam hero thought < href= '' UCkszU2WH9gy1mb0dV-11UJg/W8IfY_bwAfiPq7IPvNCA2AU '' > < /a >",2
Entertaining film ... kid ruining film lol . Badly acted lol,2
نريد جزء ثاني انة رائع جدأ 👏😍👏👏,2
Black Shazam good,2
Why rock always plays white character ?,2
So serching movies flopped means failed successful,2
"So , May 4th , 2023 , I finally saw movie . I sitting plane way Egypt 50th birthday . I know 1 year days apart life . Once I arrived Egypt , I realized movie hit closer home ever . Hades , ( oh yeah , call anymore ) Egypt , looks nothing like I last saw . Back time Moses Ramses well You Dwayne I say Osiris . My deal ideology behind pyramids well & amp ; Moses Grandfather God kept away nation many Thousands hundreds thousands years . I thought immediately movie I walked around town . I get police officers change something I run . A small step police reform , since nation created befitting I get make adjustment . Anyway Mr. Johnson happy belated birthday .",2
❤❤❤❤❤❤,2
❤,2
I love onepice,2
listening kanye west song ❤,2
jus saw movie really well made 👍👊💪💪,2
song romania song❤❤,2
imagine : SHAZAM ( JOHN CENA ) vs ( THE ROCK ) SHAZAM . WARNER/DC Please make happen ! ! ! ! ! ! !,2
I love casual trailer displaying spoiler .,2
Tabahi Yar tabahi movie ha,2
Super movie,2
"Who approved movie ? ? ? < br > Storyline scenarios simply amateur level. < br > Till middle feels like skip skip skip. < br > CGI VFX , well expected way better WB",2
"When see & # 39 ; Black Adam & # 39 ; 2nd time , really take one screening grasp story , emotions , fits collective fantasy worlds , informed opinion . Many things I & # 39 ; see first time plane , little screen staring back . Now . At home . Big computer screen I see things I missed . I see many actors idea movies weaker used . They & # 39 ; talking . You know ? Movies getting astronomically skilled making impossible realities , come true . Johnson spring chicken , pulls LOT weight fantasy , comic book hero , screen . And THAT give actor confidence . Brosnan Hodge really packing , & # 39 ; Black Adam. & # 39 ; Everything I heard , & # 39 ; BA & # 39 ; made predict horrible movie , really happy I 100 percent mark . THIS awesome movie . Johnson Cavill longer planning movies bad . But . You go really far dude like Hodge . He & # 39 ; basically foundation build , DC wants quick way version Marvel & # 39 ; & # 39 ; End Game. & # 39 ; Whoever came & # 39 ; version & # 39 ; Hawkman WAY beyond . Like light years beyond . And I & # 39 ; really comic book worlds . Great job .",2
I still & # 39 ; know people saying Black Adam flop IK & # 39 ; make much money expected still & # 39 ; profitable tho & # 39 ; literally makes 393 million dollar budget $ 260 million dollar mean 133 million dollar profit .,2
Black Adam good,2
i39m big fan even use moves wrestling still wrestling😊,2
hi ❤❤❤,2
"I finally watched thought fun , non stop action < br > yeah kid annoying",2
Black Adam number one movie year,2
So Dwayne Egyptian God .....,2
❤,2
"HOROUS , ANDOR , STAR , KENOBI , GREVIOUS , LEONIDAS , ZOD , KAL-EL , SMITH , ODINSON , PICARD , MAHAN , FOSSUM , BLACK , MORALES , HERNANDEZ , LUNA , SHATNER , BIDEN , HAGUE , DUKE/NU & amp ; K , CALISTA , VI BRITANNIA , HERA , RA , PREPARE FOR RESERVES TO DEPLOY TO AREAS OF FRIENDLY TRADE ROUTES AND FOR ACTIVE THEATER SPACE CONFLICTS .",2
ah man dwayne messed big time dwayne dcu 😂😂😂 flop,2
chouti drugs panic sung la hollow wood teri39s bad ka ne grand k chaska 😊,2
Absolutely wonderful . Job well done,2
"I grew DC child I & # 39 ; know I got Marvel . Guess , good storylines ... I & # 39 ; tired giving DC one another chance",2
"Not movie trash trailer ? Tip , rap music works characters like Deadpool Static . Not serious villains , heroes anti heroes fools .",2
loved watching hrefhttpwwwyoutubecomresultssearchquery23blackadammovieblackadammoviea ❤🥰🥰🥰🤩🤩🤩🤩🤩🤩 hrefhttpwwwyoutubecomresultssearchquery23dwaynejohnsondwaynejohnsona 😘😘 super excited watch next favorite superman😘 woooahhh wooooaahhhhhh🤩🤩🤩🤩 hrefhttpwwwyoutubecomresultssearchquery23dcstudiodcstudioa,2
watched movie . impresed . wrote ? could better job .,2
best movie ever seen dc❤,2
Nice vido,2
Super hero best movie,2
waiting superman vs black adam😍🔥,2
"Congrats DJ , ego ruined two films",2
Black Adam l love,2
"Bring back FATE , please , & amp ; show heavens give life , strength & amp ; virtue protect mankind . Even Storms strength lightening . All life get power lightening transform . Plant life wondrous . You . All JSA characters use universe & amp ; lightening . Show ! ! ? ! !",2
It would nice see John Cena fight,2
dr fate interesting character dc come kill one film 🤣,2
This movie aged well,2
"Fun fact , song background made Romanian whose name Argatu & # 39 ; . < br > Argatu & # 39 ; combines trap music folklore music < br > As Romanian , I & # 39 ; glad see far man come",2
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,2
"This great movie . Would awesome Black Adam square Superman . But snowflakes , & # 39 ; getting . DC wants reboot yet , well get lost . I & # 39 ; interested DC anymore .",2
romanian soundtrack amazing ❤️,2
guilted white people making black panther huge hit people ’ willing go round two black superhero mean ’ power job lazy ’ super power see black men,2
This clearly tween movie Saturday afternoon ... man steel ?,2
nice film🙂,2
Very boring : children : ),2
Can appreciate diversity music quality ( song moldova -- & gt ; surorile Osoianu/sisters Osoianu & lt ; 3 ),2
"Trust Americans create ethnic hero good , benevolence turn good guy .",2
"Why called black adam ? suit blue ... good guy , villain movie ... stupid name !",2
so…he ’ super man 0 weaknesses black kryptonite 😑,2
I guess good 15 . Yawn .,2
"I love pair roll windows , like & # 39 ; going protect guy god-like powers .",2
Was excited watch made another movie race . Add million,2
"Bruh , trailer sucks . The movie builds viewer & # 39 ; expectations brings twists one one , trailer lays one go . Good thing I saw movie first .",2
This good movie I like music,2
"The rock becoming greasy thing face get rid matter much want . FIND new talent , PLEASE ! ! ! ! !",2
’ good movie,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=17 '' > 0:17 < /a > music never found search black adam theme something else comes . one someone tell u know thanks,2
"I really love used old Romanian folk song background music : la la la part song I talking , sung 4 Moldovian sisters : Surorile Osoianu : )",2
good best movie,2
der moment wen man feststellen muss das der deutsche voiceactor von dwain deutlich besser ist xd,2
mindblowing fantastic extraordinary 👌👌🍿🍿❤️,2
amazing movie voices singer39s ost sister39s osoianu moldova😍 proud,2
Black Adam never villain .. Because rock plays ..,2
what39s antman ripoff acting like deadpool 😂😂😂,2
"A super solid , wholesome movie !",2
"People complaining story . I like good story , rather bad story movie lot Action . Then one good story much . SIN CITY",2
Absolutely Awesome Amazing Movie !,2
Anybody know name song playing background ?,2
"Man Black Adam said ! Thank Superman , talk ! ! ! Shalom Aleichem",2
1 word .. garbage .. A 80 & # 39 ; B movie better Black Adam ..,2
rushed need make movie heroes viallains origin story like marvel stop funny scenes funny need serious movies dc supposed dark really bad story cast members come dc animated movies better movies live ones good dc movies christopher nolan movies ’ huge dc fan ’ really disappointed dc right,2
"Fight scenes cgi cool , however script mediocre anything impressive .",2
This movie never delivered & # 39 ; promise . You & # 39 ; call Diamond Cutter many times without pullin one .,2
I found movie cinema equivalent & quot ; .. everybody clapped & quot ; . It feels like story told 3rd grader turned directly movie A grade actors top notch special effects/CGI .,2
Lol de ce au pus ca muzica de fundal Surorile Osoianu ? : ) ) ) ),2
like movie made reveal black adam wasnt son father first trailer blurts 🙄,2
"The problem DC ( showing us ) every hero alternate superman. < br > < br > Superman=Superman < br > Black Adam=Anti-hero Superman < br > Wonder Woman=Superwoman < br > Aquaman=Superman swims instead flying < br > Cyborg=Robot Superman < br > Shazam=Funny Superman < br > < br > Not creative . On hand Hulk , Spiderman , Dr Strange , Guardians different .",2
This movie really good !,2
movie pretty decent moviebrbrabout complaints ’ called black adam end heavily nerfed doctor fate,2
"If want endorse demonic film Hollywood throwing , & # 39 ; . People lack wisdom see another super hero film & # 39 ; see Satan using Hollywood plot evil . Who cares Dwayne Johnson , good actor famous & # 39 ; mean wisdom .",2
really like film ’ love see black adam return br👏👏👏👏👏💕👍😍👍,2
dc back movie great 👍,2
Is Pebble still around ? lol,2
"If heros world , movie one .",2
"As se , conditioning people tomgo satanic great awakening , satanic great reset us destroyed .",2
The rock best fit role . I & # 39 ; tired nerds complaining,2
best superhero film saw everyone watched agreesbr level violence perfect us grow hut adults wish made sequel 😔,2
boy imdb8.8 movie 6.4 handled subject better .,2
"I hoping would good movie like Shazam ..... nope . Kiddish jokes & # 39 ; belong , lazy story , terrible writing , stiff acting , .... looks like & # 39 ; going sequel bombed bad .",2
Is best comic film 2022 ?,2
"Movie okay , entertaining . < br > Everybody f * kin critic days . It action right moments . It surely entertained unless & # 39 ; uptight .",2
Lame . Only Snyder made best DC movies . This one mere imitation . Dwane poor hero choise,2
wow 😳 movie watched appreciatable work love india🇮🇳,2
This looks like MCU Black Adam,2
great movie watched last week,2
joke,2
Well I eion black adam,2
My son I thoroughly enjoyed movie .,2
Just saw movie today I thought amazing ! Great story characters complex interesting . And Dwayne Johnson IS Teth/Black Adam . < br > < br > Also SPOILER ALERT : < br > < br > < br > Does post credit scene mean getting Superman Black Adam film ?,2
Rocks dad a.Canadian wrestling champion . He dosent talk much .,2
Being half canadian .. Is bad thing .. eh !,2
Good movie .. .. u sound tract 70s .. ya kids adays love stone & # 39 ; s. Epic Failure ...,2
I wish rock would go back movies like rundown walk tall something normal,2
Movie ok actually burn super hero movies,2
accept JesusChrist lives hearts everyone & # 39 ; burn fire hotter anything ever earth forever everyone,2
wait nobody mentioning romanian folkloric song background ’ called dansul fetelor de la căpâlna romanian makes proud 💕,2
"The one thing I thought entire time I watched movie & quot ; Why Doctor Fate movie ? & quot ; . Like much interesting Black Adam least , I wished main character instead",2
Excellent movie DC,2
la illa ha ilallah ❤️,2
quotthe world needed hero got black adamquot 😆 need know movie one sentence,2
’ crazy made movie good made shazam trash shazam embarrassment 2020 superhero movie hope director shazam never make another superhero movie,2
Everyone & # 39 ; nice . This movie trash,2
I watched yesterday opinion great .,2
"I think Dwayne amazing actor . With said , I think ability bring much serious role pretend universe roles . < br > Love DC world , notice reality matter .",2
Nice,2
Moldovan folk music beautiful,2
dwayne johnson accomplished everything accomplish ’ icon legend must say movie would ’ big box office hit took time went grid least years keep image fresh ’ blame every opportunity earned,2
I love movie,2
GREAT MOVIE ! ! ! !,2
So dem couldnt find younger actor play dis role .. 50yr old man . Suxx hard !,2
I would say movie much better MCU & # 39 ; Thor : Love & amp ; Thunder,2
He & # 39 ; ya I liked lot end & # 39 ; ya,2
"One thing I & # 39 ; disappointed show , lack density storytelling . Pretty sure would fixed bad acting well actors . Everything going way fast I still watching trailer . Fight scenes good gon na lie , effects great easily top ten , man oh man I feel like still incomplete , like I missed downloading DLCs something .",2
"Loved seriousness Rock . Such underrated actor . This movie take time develop characters except clear crushes young heroes . Great chemistry.The visuals amazing ! I never read comic book idea . Still & # 39 ; watching movie . I understood Black Adam characters . The one thing I could NOT stand soundtrack . Too loud many places soft . What I mean , sequences REAL action , characters talking , accompanied & # 39 ; action & # 39 ; soundtrack , especially one heavy horn section . A Horn section serious business saved climatic scene . Very bad choice . Good lord , distracting . Sound tracks meant control viewer & # 39 ; emotions totally missed mark . Gone years John Williams Danny Elfman time . However , improvement Wonder Woman 1984 . The part I enjoyed movie Gail Gadot , I & # 39 ; even imagine another actress Wonder Woman ever , & # 39 ; perfect . Dear WB , give Gadot better script ! !",2
wait trailer spoils huge reveal movie… lol anyway loved ’ hands favorite dc movie wish ’ seen theaters,2
"I & # 39 ; know much character black Adam . I purchased movie pleasantly surprised impressed well movie . Thank changing mind , And making enjoyable movie .",2
he39s cool 🦸‍♂️,2
Can & # 39 ; wait watch Netflix ! Woo hoo ! !,2
"Too predictable ludicrous. < br > < br > < br > Not good movie , like animated video game .",2
Why always wan na wrote new scripts ? Dc comics almost always better movies . Just remake comic animated series,2
Dc would better making shows . Their movies feel like tv shows,2
Wish would stop making super hero movies end already know & # 39 ; going happen,2
actually looks like good movie…wait hollywood finally create new black hero using cultural struggles strengths…without making hero feminine uplifting black slavers simply changing someone ’ racebrbr👏👏👏brbrsucks even call out…💁‍♀️,2
"Honestly tho , Idk people enjoy movie . It & # 39 ; flat mostly bad acting . No joke bruh , thing makes sense people Henry & # 39 ; comeback & # 39 ; never gon na happen . This like Ep1-7 MCU & # 39 ; She-Hulk .",2
What & # 39 ; difference power abilities Black Adam Shazam ( aside form physical appearances ) ?,2
I & # 39 ; know movie entertain previous two films love thunder multiverse,2
Another great comic book character ( favorite ) ruined Hollywood .,2
This movie amazing,2
great movie love every bit 😍😍😍😍❤❤❤,2
Cheesy corny like rest kind garbage movies,2
’ done movies ’ devil worshiping one form good vs evil ’ promoting nothing evil getting us used symbolism blah blah blah ’ done,2
"The good thing super hero movie The Rock plays character perfectly . Everything else pretty much produced trash . The CGI clunky poorly done parts , & # 39 ; unforgivable modern movie approx 200 million dollar budget . The dialogue ranges witty generic predictable super hero ra ra nonsense . The plot without original ideas , super heroes sent battle Adam lame around . The actors decent job given ( fun see Pierce Brosnan Dr . Fate ) & # 39 ; save movie . The Superman cameo end missed opportunity Cavill longer Superman , able follow set battle . C-",2
Seeing recent hate dwane movie palava surrounding Henry cavil . Just wanted say movie absolutely fantastic . However protest sacking absolute best actor ever play superman & # 39 ; supporting DC movies anymore . Shame .,2
This trailer awesome : ],2
movie bad trailer way better movie,2
critics count anymore 🤔 guys seem like that39s enough,2
looks like something nickelodeon 👎🏼,2
This pretty boring . Couldn & # 39 ; make end . Guess & # 39 ; .,2
This movie sold awesome epic never I ever experienced meh movie .,2
If u turn role shazam 2 literally loose respect u fan bein black adam . movie great even made watch shazam & # 39 ; done come far got people interested & # 39 ; back roll least fans ur supposed peoples champ come rock better .,2
I MCU fan .. But black adam much better thor 4 ..,2
Tbh ending best part whole movie opinion,2
"Did DC run money proper wind chase women hero , looks like batshit joker .",2
"I doubtful good movie would watching , opinion , movie good . I especially enjoyed CGI fight scenes . Very well done .",2
perfect movie toddlers,2
❤just saw trailer one exciting well looking forward watching movie❤,2
"If read bible find world know one day going end . You & # 39 ; need & quot ; Black Adam & quot ; , need Jesus. < br > He & # 39 ; real hero sacrificed His life save . He & # 39 ; last Adam. < br > Where think got name Adam movie .. ? < br > < br > For God send His Son world condemn world , world Him might saved . - John 3:17",2
"Just seen picture great ! ! ! The characters story line amazingly good . I clapping excited . Wow , I feel like I went movies real ! ! ! !",2
Movie always classic . & # 39 ; amazing waited 3 years LOBO Bounty Hunter Movie Static Shock Movie Series real time cartoon anime Movie Make Henry C Superman another justice League Movie,2
I love scene hot man Black Adam fighting . That * * * dope man,2
